id,title,url,images,interaction_statistics,created_at
a34Ym65,"Must be one of them ""Cursed"" images...",http://9gag.com/gag/a34Ym65,"{'image700': {'width': 600, 'height': 755, 'url': 'https://img-9gag-fun.9cache.com/photo/a34Ym65_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a34Ym65_700bwp.webp'}, 'image460': {'width': 460, 'height': 578, 'url': 'https://img-9gag-fun.9cache.com/photo/a34Ym65_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a34Ym65_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a34Ym65_fbthumbnail.jpg'}}","{'likes': 56, 'dislikes': 17, 'comments': 13}",2024-05-08 15:55:34
adBNGR9,I can't wait to try mine!,http://9gag.com/gag/adBNGR9,"{'image700': {'width': 700, 'height': 367, 'url': 'https://img-9gag-fun.9cache.com/photo/adBNGR9_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/adBNGR9_700bwp.webp'}, 'image460': {'width': 460, 'height': 241, 'url': 'https://img-9gag-fun.9cache.com/photo/adBNGR9_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/adBNGR9_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/adBNGR9_fbthumbnail.jpg'}}","{'likes': 1636, 'dislikes': 77, 'comments': 87}",2024-05-08 03:52:24
aAyYzwL,Duh...,http://9gag.com/gag/aAyYzwL,"{'image700': {'width': 700, 'height': 760, 'url': 'https://img-9gag-fun.9cache.com/photo/aAyYzwL_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aAyYzwL_700bwp.webp'}, 'image460': {'width': 460, 'height': 499, 'url': 'https://img-9gag-fun.9cache.com/photo/aAyYzwL_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aAyYzwL_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aAyYzwL_fbthumbnail.jpg'}}","{'likes': 9, 'dislikes': 4, 'comments': 4}",2024-05-07 16:24:04
a1mAgNY,A joke to go,http://9gag.com/gag/a1mAgNY,"{'image700': {'width': 260, 'height': 316, 'url': 'https://img-9gag-fun.9cache.com/photo/a1mAgNY_460s.jpg'}, 'image460': {'width': 260, 'height': 316, 'url': 'https://img-9gag-fun.9cache.com/photo/a1mAgNY_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a1mAgNY_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a1mAgNY_fbthumbnail.jpg'}, 'image460sv': {'width': 260, 'height': 316, 'url': 'https://img-9gag-fun.9cache.com/photo/a1mAgNY_460sv.mp4', 'hasAudio': 0, 'duration': 13, 'vp8Url': 'https://img-9gag-fun.9cache.com/photo/a1mAgNY_460svwm.webm', 'h265Url': 'https://img-9gag-fun.9cache.com/photo/a1mAgNY_460svh265.mp4'}}","{'likes': 115, 'dislikes': 87, 'comments': 5}",2024-05-06 16:11:49
aryp0py,"Movie recommendation for you, starts slow, ends on a high!",http://9gag.com/gag/aryp0py,"{'image700': {'width': 700, 'height': 1050, 'url': 'https://img-9gag-fun.9cache.com/photo/aryp0py_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aryp0py_700bwp.webp'}, 'image460': {'width': 460, 'height': 690, 'url': 'https://img-9gag-fun.9cache.com/photo/aryp0py_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aryp0py_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aryp0py_fbthumbnail.jpg'}}","{'likes': 9, 'dislikes': 4, 'comments': 1}",2024-05-06 03:30:42
ayN5ZRW,Happy Cinco de Mayo!,http://9gag.com/gag/ayN5ZRW,"{'image700': {'width': 700, 'height': 700, 'url': 'https://img-9gag-fun.9cache.com/photo/ayN5ZRW_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/ayN5ZRW_700bwp.webp'}, 'image460': {'width': 460, 'height': 460, 'url': 'https://img-9gag-fun.9cache.com/photo/ayN5ZRW_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/ayN5ZRW_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/ayN5ZRW_fbthumbnail.jpg'}}","{'likes': 1, 'dislikes': 1, 'comments': 2}",2024-05-05 15:41:49
aRBQNvj,Mr. Audie Murphy,http://9gag.com/gag/aRBQNvj,"{'image700': {'width': 526, 'height': 717, 'url': 'https://img-9gag-fun.9cache.com/photo/aRBQNvj_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aRBQNvj_700bwp.webp'}, 'image460': {'width': 460, 'height': 627, 'url': 'https://img-9gag-fun.9cache.com/photo/aRBQNvj_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aRBQNvj_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aRBQNvj_fbthumbnail.jpg'}}","{'likes': 0, 'dislikes': 0, 'comments': 0}",2024-05-05 05:01:14
abA5d0B,Tomorrow,http://9gag.com/gag/abA5d0B,"{'image700': {'width': 320, 'height': 245, 'url': 'https://img-9gag-fun.9cache.com/photo/abA5d0B_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/abA5d0B_700bwp.webp'}, 'image460': {'width': 320, 'height': 245, 'url': 'https://img-9gag-fun.9cache.com/photo/abA5d0B_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/abA5d0B_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/abA5d0B_fbthumbnail.jpg'}}","{'likes': 1, 'dislikes': 0, 'comments': 0}",2024-05-04 16:04:12
aD20Q3x,Put oops in the title.,http://9gag.com/gag/aD20Q3x,"{'image700': {'width': 700, 'height': 400, 'url': 'https://img-9gag-fun.9cache.com/photo/aD20Q3x_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aD20Q3x_700bwp.webp'}, 'image460': {'width': 460, 'height': 263, 'url': 'https://img-9gag-fun.9cache.com/photo/aD20Q3x_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aD20Q3x_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aD20Q3x_fbthumbnail.jpg'}}","{'likes': 0, 'dislikes': 0, 'comments': 0}",2024-05-03 19:32:24
a5Qd5PN,"Okay, on three.... ""SQUIRREL!""",http://9gag.com/gag/a5Qd5PN,"{'image700': {'width': 700, 'height': 466, 'url': 'https://img-9gag-fun.9cache.com/photo/a5Qd5PN_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a5Qd5PN_700bwp.webp'}, 'image460': {'width': 460, 'height': 306, 'url': 'https://img-9gag-fun.9cache.com/photo/a5Qd5PN_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a5Qd5PN_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a5Qd5PN_fbthumbnail.jpg'}}","{'likes': 72, 'dislikes': 15, 'comments': 3}",2024-05-03 19:30:11
amoXxjX,You gotta love a girl that can cook...,http://9gag.com/gag/amoXxjX,"{'image700': {'width': 600, 'height': 826, 'url': 'https://img-9gag-fun.9cache.com/photo/amoXxjX_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/amoXxjX_700bwp.webp'}, 'image460': {'width': 460, 'height': 633, 'url': 'https://img-9gag-fun.9cache.com/photo/amoXxjX_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/amoXxjX_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/amoXxjX_fbthumbnail.jpg'}}","{'likes': 67, 'dislikes': 3, 'comments': 2}",2024-05-02 16:17:54
aByKPE2,"My dog Bennie meets Diesel, 21Lbs vs 210lbs",http://9gag.com/gag/aByKPE2,"{'image700': {'width': 505, 'height': 480, 'url': 'https://img-9gag-fun.9cache.com/photo/aByKPE2_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aByKPE2_700bwp.webp'}, 'image460': {'width': 460, 'height': 437, 'url': 'https://img-9gag-fun.9cache.com/photo/aByKPE2_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aByKPE2_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aByKPE2_fbthumbnail.jpg'}}","{'likes': 22, 'dislikes': 8, 'comments': 6}",2024-05-02 03:01:33
aPAvm0w,Great sequence,http://9gag.com/gag/aPAvm0w,"{'image700': {'width': 460, 'height': 240, 'url': 'https://img-9gag-fun.9cache.com/photo/aPAvm0w_460s.jpg'}, 'image460': {'width': 460, 'height': 240, 'url': 'https://img-9gag-fun.9cache.com/photo/aPAvm0w_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aPAvm0w_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aPAvm0w_fbthumbnail.jpg'}, 'image460sv': {'width': 460, 'height': 240, 'url': 'https://img-9gag-fun.9cache.com/photo/aPAvm0w_460sv.mp4', 'hasAudio': 1, 'duration': 51, 'vp8Url': 'https://img-9gag-fun.9cache.com/photo/aPAvm0w_460svwm.webm', 'h265Url': 'https://img-9gag-fun.9cache.com/photo/aPAvm0w_460svh265.mp4', 'vp9Url': 'https://img-9gag-fun.9cache.com/photo/aPAvm0w_460svvp9.webm', 'av1Url': 'https://img-9gag-fun.9cache.com/photo/aPAvm0w_460svav1.mp4'}}","{'likes': 1414, 'dislikes': 79, 'comments': 32}",2024-05-01 00:51:29
awyr38r,I see what he did there...,http://9gag.com/gag/awyr38r,"{'image700': {'width': 276, 'height': 440, 'url': 'https://img-9gag-fun.9cache.com/photo/awyr38r_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/awyr38r_700bwp.webp'}, 'image460': {'width': 276, 'height': 440, 'url': 'https://img-9gag-fun.9cache.com/photo/awyr38r_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/awyr38r_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/awyr38r_fbthumbnail.jpg'}}","{'likes': 418, 'dislikes': 99, 'comments': 56}",2024-04-30 23:53:50
aXPbLGd,Ha!,http://9gag.com/gag/aXPbLGd,"{'image700': {'width': 320, 'height': 381, 'url': 'https://img-9gag-fun.9cache.com/photo/aXPbLGd_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aXPbLGd_700bwp.webp'}, 'image460': {'width': 320, 'height': 381, 'url': 'https://img-9gag-fun.9cache.com/photo/aXPbLGd_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aXPbLGd_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aXPbLGd_fbthumbnail.jpg'}}","{'likes': 2459, 'dislikes': 175, 'comments': 60}",2024-04-30 16:36:14
a9ydzOo,Feet,http://9gag.com/gag/a9ydzOo,"{'image700': {'width': 600, 'height': 819, 'url': 'https://img-9gag-fun.9cache.com/photo/a9ydzOo_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a9ydzOo_700bwp.webp'}, 'image460': {'width': 460, 'height': 627, 'url': 'https://img-9gag-fun.9cache.com/photo/a9ydzOo_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a9ydzOo_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a9ydzOo_fbthumbnail.jpg'}}","{'likes': 15, 'dislikes': 4, 'comments': 0}",2024-04-30 15:58:24
an7Y7XE,A useful skill to know...,http://9gag.com/gag/an7Y7XE,"{'image700': {'width': 700, 'height': 681, 'url': 'https://img-9gag-fun.9cache.com/photo/an7Y7XE_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/an7Y7XE_700bwp.webp'}, 'image460': {'width': 460, 'height': 447, 'url': 'https://img-9gag-fun.9cache.com/photo/an7Y7XE_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/an7Y7XE_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/an7Y7XE_fbthumbnail.jpg'}}","{'likes': 594, 'dislikes': 38, 'comments': 13}",2024-04-30 00:48:26
aNDep73,"This was on TV tonight, held up really well.",http://9gag.com/gag/aNDep73,"{'image700': {'width': 700, 'height': 933, 'url': 'https://img-9gag-fun.9cache.com/photo/aNDep73_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aNDep73_700bwp.webp'}, 'image460': {'width': 460, 'height': 613, 'url': 'https://img-9gag-fun.9cache.com/photo/aNDep73_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aNDep73_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aNDep73_fbthumbnail.jpg'}}","{'likes': 186, 'dislikes': 45, 'comments': 16}",2024-04-29 05:08:56
aW4Zjrx,Oh thank God!,http://9gag.com/gag/aW4Zjrx,"{'image700': {'width': 517, 'height': 640, 'url': 'https://img-9gag-fun.9cache.com/photo/aW4Zjrx_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aW4Zjrx_700bwp.webp'}, 'image460': {'width': 460, 'height': 569, 'url': 'https://img-9gag-fun.9cache.com/photo/aW4Zjrx_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aW4Zjrx_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aW4Zjrx_fbthumbnail.jpg'}}","{'likes': 940, 'dislikes': 268, 'comments': 28}",2024-04-29 05:03:38
a87WEed,"Some people see earthquakes as scary or dangerous, I see them as an opportunity...",http://9gag.com/gag/a87WEed,"{'image700': {'width': 526, 'height': 695, 'url': 'https://img-9gag-fun.9cache.com/photo/a87WEed_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a87WEed_700bwp.webp'}, 'image460': {'width': 460, 'height': 607, 'url': 'https://img-9gag-fun.9cache.com/photo/a87WEed_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a87WEed_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a87WEed_fbthumbnail.jpg'}}","{'likes': 149, 'dislikes': 28, 'comments': 12}",2024-04-29 01:04:33
aqymnVj,Racists!,http://9gag.com/gag/aqymnVj,"{'image700': {'width': 506, 'height': 540, 'url': 'https://img-9gag-fun.9cache.com/photo/aqymnVj_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aqymnVj_700bwp.webp'}, 'image460': {'width': 460, 'height': 490, 'url': 'https://img-9gag-fun.9cache.com/photo/aqymnVj_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aqymnVj_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aqymnVj_fbthumbnail.jpg'}}","{'likes': 0, 'dislikes': 0, 'comments': 0}",2024-04-28 18:23:49
aE0wgBp,A catchy little tuna for you to enjoy...,http://9gag.com/gag/aE0wgBp,"{'image700': {'width': 438, 'height': 854, 'url': 'https://img-9gag-fun.9cache.com/photo/aE0wgBp_460s.jpg'}, 'image460': {'width': 438, 'height': 854, 'url': 'https://img-9gag-fun.9cache.com/photo/aE0wgBp_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aE0wgBp_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aE0wgBp_fbthumbnail.jpg'}, 'image460sv': {'width': 438, 'height': 854, 'url': 'https://img-9gag-fun.9cache.com/photo/aE0wgBp_460sv.mp4', 'hasAudio': 1, 'duration': 32, 'vp8Url': 'https://img-9gag-fun.9cache.com/photo/aE0wgBp_460svwm.webm', 'h265Url': 'https://img-9gag-fun.9cache.com/photo/aE0wgBp_460svh265.mp4', 'vp9Url': 'https://img-9gag-fun.9cache.com/photo/aE0wgBp_460svvp9.webm', 'av1Url': 'https://img-9gag-fun.9cache.com/photo/aE0wgBp_460svav1.mp4'}}","{'likes': 616, 'dislikes': 163, 'comments': 28}",2024-04-28 02:54:53
azxb9gK,"Yay, science!",http://9gag.com/gag/azxb9gK,"{'image700': {'width': 700, 'height': 686, 'url': 'https://img-9gag-fun.9cache.com/photo/azxb9gK_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/azxb9gK_700bwp.webp'}, 'image460': {'width': 460, 'height': 451, 'url': 'https://img-9gag-fun.9cache.com/photo/azxb9gK_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/azxb9gK_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/azxb9gK_fbthumbnail.jpg'}}","{'likes': 54, 'dislikes': 58, 'comments': 41}",2024-04-27 16:02:43
aqym13R,"Hey, let's move to India! wait, never mind.",http://9gag.com/gag/aqym13R,"{'image700': {'width': 260, 'height': 462, 'url': 'https://img-9gag-fun.9cache.com/photo/aqym13R_460s.jpg'}, 'image460': {'width': 260, 'height': 462, 'url': 'https://img-9gag-fun.9cache.com/photo/aqym13R_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aqym13R_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aqym13R_fbthumbnail.jpg'}, 'image460sv': {'width': 260, 'height': 462, 'url': 'https://img-9gag-fun.9cache.com/photo/aqym13R_460sv.mp4', 'hasAudio': 0, 'duration': 9, 'vp8Url': 'https://img-9gag-fun.9cache.com/photo/aqym13R_460svwm.webm', 'h265Url': 'https://img-9gag-fun.9cache.com/photo/aqym13R_460svh265.mp4', 'vp9Url': 'https://img-9gag-fun.9cache.com/photo/aqym13R_460svvp9.webm'}}","{'likes': 17, 'dislikes': 11, 'comments': 16}",2024-04-27 04:50:38
an7YjLL,Let's hope so,http://9gag.com/gag/an7YjLL,"{'image700': {'width': 480, 'height': 639, 'url': 'https://img-9gag-fun.9cache.com/photo/an7YjLL_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/an7YjLL_700bwp.webp'}, 'image460': {'width': 460, 'height': 612, 'url': 'https://img-9gag-fun.9cache.com/photo/an7YjLL_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/an7YjLL_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/an7YjLL_fbthumbnail.jpg'}}","{'likes': 1, 'dislikes': 1, 'comments': 1}",2024-04-27 04:40:39
aoyzO5A,Iffy tattoo,http://9gag.com/gag/aoyzO5A,"{'image700': {'width': 439, 'height': 638, 'url': 'https://img-9gag-fun.9cache.com/photo/aoyzO5A_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aoyzO5A_700bwp.webp'}, 'image460': {'width': 439, 'height': 638, 'url': 'https://img-9gag-fun.9cache.com/photo/aoyzO5A_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aoyzO5A_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aoyzO5A_fbthumbnail.jpg'}}","{'likes': 3, 'dislikes': 3, 'comments': 0}",2024-04-26 21:32:06
a1mAXWD,Makes more sense than anything else,http://9gag.com/gag/a1mAXWD,"{'image700': {'width': 526, 'height': 526, 'url': 'https://img-9gag-fun.9cache.com/photo/a1mAXWD_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a1mAXWD_700bwp.webp'}, 'image460': {'width': 460, 'height': 460, 'url': 'https://img-9gag-fun.9cache.com/photo/a1mAXWD_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a1mAXWD_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a1mAXWD_fbthumbnail.jpg'}}","{'likes': 301, 'dislikes': 67, 'comments': 17}",2024-04-25 19:21:20
a0e9p3q,Happy April 25th everybody!,http://9gag.com/gag/a0e9p3q,"{'image700': {'width': 507, 'height': 600, 'url': 'https://img-9gag-fun.9cache.com/photo/a0e9p3q_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a0e9p3q_700bwp.webp'}, 'image460': {'width': 460, 'height': 544, 'url': 'https://img-9gag-fun.9cache.com/photo/a0e9p3q_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/a0e9p3q_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/a0e9p3q_fbthumbnail.jpg'}}","{'likes': 155, 'dislikes': 31, 'comments': 15}",2024-04-25 16:14:15
aGy9RMK,Because they did so well on the one they started in 2008? California is stupid.,http://9gag.com/gag/aGy9RMK,"{'image700': {'width': 700, 'height': 733, 'url': 'https://img-9gag-fun.9cache.com/photo/aGy9RMK_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aGy9RMK_700bwp.webp'}, 'image460': {'width': 460, 'height': 481, 'url': 'https://img-9gag-fun.9cache.com/photo/aGy9RMK_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aGy9RMK_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aGy9RMK_fbthumbnail.jpg'}}","{'likes': 1, 'dislikes': 0, 'comments': 1}",2024-04-25 02:38:33
aKGzPM1,Ewwwww is right!,http://9gag.com/gag/aKGzPM1,"{'image700': {'width': 460, 'height': 463, 'url': 'https://img-9gag-fun.9cache.com/photo/aKGzPM1_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aKGzPM1_700bwp.webp'}, 'image460': {'width': 460, 'height': 463, 'url': 'https://img-9gag-fun.9cache.com/photo/aKGzPM1_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aKGzPM1_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aKGzPM1_fbthumbnail.jpg'}}","{'likes': 788, 'dislikes': 57, 'comments': 9}",2024-04-24 20:26:09
aRBQP1j,Cant wait!,http://9gag.com/gag/aRBQP1j,"{'image700': {'width': 700, 'height': 393, 'url': 'https://img-9gag-fun.9cache.com/photo/aRBQP1j_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aRBQP1j_700bwp.webp'}, 'image460': {'width': 460, 'height': 258, 'url': 'https://img-9gag-fun.9cache.com/photo/aRBQP1j_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aRBQP1j_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aRBQP1j_fbthumbnail.jpg'}}","{'likes': 90, 'dislikes': 21, 'comments': 3}",2024-04-24 16:25:34
aoyzzng,Great ad!,http://9gag.com/gag/aoyzzng,"{'image700': {'width': 460, 'height': 245, 'url': 'https://img-9gag-fun.9cache.com/photo/aoyzzng_460s.jpg'}, 'image460': {'width': 460, 'height': 245, 'url': 'https://img-9gag-fun.9cache.com/photo/aoyzzng_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aoyzzng_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aoyzzng_fbthumbnail.jpg'}, 'image460sv': {'width': 460, 'height': 244, 'url': 'https://img-9gag-fun.9cache.com/photo/aoyzzng_460sv.mp4', 'hasAudio': 1, 'duration': 27, 'vp8Url': 'https://img-9gag-fun.9cache.com/photo/aoyzzng_460svwm.webm', 'h265Url': 'https://img-9gag-fun.9cache.com/photo/aoyzzng_460svh265.mp4', 'vp9Url': 'https://img-9gag-fun.9cache.com/photo/aoyzzng_460svvp9.webm'}}","{'likes': 3, 'dislikes': 0, 'comments': 1}",2024-04-23 23:41:06
aD20ApZ,"Oops, my bad.",http://9gag.com/gag/aD20ApZ,"{'image700': {'width': 700, 'height': 490, 'url': 'https://img-9gag-fun.9cache.com/photo/aD20ApZ_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aD20ApZ_700bwp.webp'}, 'image460': {'width': 460, 'height': 322, 'url': 'https://img-9gag-fun.9cache.com/photo/aD20ApZ_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aD20ApZ_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aD20ApZ_fbthumbnail.jpg'}}","{'likes': 302, 'dislikes': 31, 'comments': 9}",2024-04-23 18:34:48
aByKRoD,Anyone flying this Summer?,http://9gag.com/gag/aByKRoD,"{'image700': {'width': 635, 'height': 800, 'url': 'https://img-9gag-fun.9cache.com/photo/aByKRoD_700b.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aByKRoD_700bwp.webp'}, 'image460': {'width': 460, 'height': 579, 'url': 'https://img-9gag-fun.9cache.com/photo/aByKRoD_460s.jpg', 'webpUrl': 'https://img-9gag-fun.9cache.com/photo/aByKRoD_460swp.webp'}, 'imageFbThumbnail': {'width': 220, 'height': 220, 'url': 'https://img-9gag-fun.9cache.com/photo/aByKRoD_fbthumbnail.jpg'}}","{'likes': 55, 'dislikes': 17, 'comments': 2}",2024-04-23 16:41:51
